record_id,scenario_family,source_name,expected_ctes,predicted_ctes,expected_abstentions,predicted_abstentions,status,errors
web500-0243,produce-origin-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0244,produce-origin-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0245,produce-origin-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0246,produce-origin-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0247,produce-origin-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0248,produce-origin-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0249,produce-origin-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0250,produce-origin-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0251,produce-field-contamination,Produce traceability article,"[""harvesting""]","[""harvesting""]",[],[],pass,[]
web500-0252,produce-field-contamination,Produce traceability article,"[""harvesting""]","[""harvesting""]",[],[],pass,[]
web500-0253,produce-field-contamination,Produce traceability article,"[""harvesting""]","[""harvesting""]",[],[],pass,[]
web500-0254,produce-field-contamination,Produce traceability article,"[""harvesting""]","[""harvesting""]",[],[],pass,[]
web500-0255,produce-field-contamination,Produce traceability article,"[""harvesting""]","[""harvesting""]",[],[],pass,[]
web500-0256,produce-field-contamination,Produce traceability article,"[""harvesting""]","[""harvesting""]",[],[],pass,[]
web500-0257,produce-field-contamination,Produce traceability article,"[""harvesting""]","[""harvesting""]",[],[],pass,[]
web500-0258,produce-field-contamination,Produce traceability article,"[""harvesting""]","[""harvesting""]",[],[],pass,[]
web500-0259,produce-field-contamination,Produce traceability article,"[""harvesting""]","[""harvesting""]",[],[],pass,[]
web500-0260,produce-field-contamination,Produce traceability article,"[""harvesting""]","[""harvesting""]",[],[],pass,[]
web500-0261,produce-orchard-packing,Produce traceability article,"[""initial_packing""]","[""initial_packing""]",[],[],pass,[]
web500-0262,produce-orchard-packing,Produce traceability article,"[""initial_packing""]","[""initial_packing""]",[],[],pass,[]
web500-0263,produce-orchard-packing,Produce traceability article,"[""initial_packing""]","[""initial_packing""]",[],[],pass,[]
web500-0264,produce-orchard-packing,Produce traceability article,"[""initial_packing""]","[""initial_packing""]",[],[],pass,[]
web500-0265,produce-orchard-packing,Produce traceability article,"[""initial_packing""]","[""initial_packing""]",[],[],pass,[]
web500-0266,produce-orchard-packing,Produce traceability article,"[""initial_packing""]","[""initial_packing""]",[],[],pass,[]
web500-0267,produce-orchard-packing,Produce traceability article,"[""initial_packing""]","[""initial_packing""]",[],[],pass,[]
web500-0268,produce-orchard-packing,Produce traceability article,"[""initial_packing""]","[""initial_packing""]",[],[],pass,[]
web500-0269,produce-orchard-packing,Produce traceability article,"[""initial_packing""]","[""initial_packing""]",[],[],pass,[]
web500-0270,produce-orchard-packing,Produce traceability article,"[""initial_packing""]","[""initial_packing""]",[],[],pass,[]
web500-0271,produce-processing,Produce traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0272,produce-processing,Produce traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0273,produce-processing,Produce traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0274,produce-processing,Produce traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0275,produce-processing,Produce traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0276,produce-processing,Produce traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0277,produce-processing,Produce traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0278,produce-processing,Produce traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0279,produce-processing,Produce traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0280,produce-processing,Produce traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0281,produce-transit-storage,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0282,produce-transit-storage,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0283,produce-transit-storage,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0284,produce-transit-storage,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0285,produce-transit-storage,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0286,produce-transit-storage,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0287,produce-transit-storage,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0288,produce-transit-storage,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0289,produce-transit-storage,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0290,produce-transit-storage,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0291,produce-cold-chain-only,Produce traceability article,[],[],[],[],pass,[]
web500-0292,produce-cold-chain-only,Produce traceability article,[],[],[],[],pass,[]
web500-0293,produce-cold-chain-only,Produce traceability article,[],[],[],[],pass,[]
web500-0294,produce-cold-chain-only,Produce traceability article,[],[],[],[],pass,[]
web500-0295,produce-cold-chain-only,Produce traceability article,[],[],[],[],pass,[]
web500-0296,produce-cold-chain-only,Produce traceability article,[],[],[],[],pass,[]
web500-0297,produce-cold-chain-only,Produce traceability article,[],[],[],[],pass,[]
web500-0298,produce-cold-chain-only,Produce traceability article,[],[],[],[],pass,[]
web500-0299,produce-cold-chain-only,Produce traceability article,[],[],[],[],pass,[]
web500-0300,produce-cold-chain-only,Produce traceability article,[],[],[],[],pass,[]
web500-0301,traceability-movement-steps,Traceability article,"[""shipping"", ""transformation""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0302,traceability-movement-steps,Traceability article,"[""shipping"", ""transformation""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0303,traceability-movement-steps,Traceability article,"[""shipping"", ""transformation""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0304,traceability-movement-steps,Traceability article,"[""shipping"", ""transformation""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0305,traceability-movement-steps,Traceability article,"[""shipping"", ""transformation""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0306,traceability-movement-steps,Traceability article,"[""shipping"", ""transformation""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0307,traceability-movement-steps,Traceability article,"[""shipping"", ""transformation""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0308,traceability-movement-steps,Traceability article,"[""shipping"", ""transformation""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0309,traceability-movement-steps,Traceability article,"[""shipping"", ""transformation""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0310,traceability-movement-steps,Traceability article,"[""shipping"", ""transformation""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0311,traceability-barcode-only,Traceability article,[],[],[],[],pass,[]
web500-0312,traceability-barcode-only,Traceability article,[],[],[],[],pass,[]
web500-0313,traceability-barcode-only,Traceability article,[],[],[],[],pass,[]
web500-0314,traceability-barcode-only,Traceability article,[],[],[],[],pass,[]
web500-0315,traceability-barcode-only,Traceability article,[],[],[],[],pass,[]
web500-0316,traceability-barcode-only,Traceability article,[],[],[],[],pass,[]
web500-0317,traceability-barcode-only,Traceability article,[],[],[],[],pass,[]
web500-0318,traceability-barcode-only,Traceability article,[],[],[],[],pass,[]
web500-0319,traceability-barcode-only,Traceability article,[],[],[],[],pass,[]
web500-0320,traceability-barcode-only,Traceability article,[],[],[],[],pass,[]
web500-0321,traceability-supplier-sales,Traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0322,traceability-supplier-sales,Traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0323,traceability-supplier-sales,Traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0324,traceability-supplier-sales,Traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0325,traceability-supplier-sales,Traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0326,traceability-supplier-sales,Traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0327,traceability-supplier-sales,Traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0328,traceability-supplier-sales,Traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0329,traceability-supplier-sales,Traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0330,traceability-supplier-sales,Traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0331,traceability-production-flow,Traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0332,traceability-production-flow,Traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0333,traceability-production-flow,Traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0334,traceability-production-flow,Traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0335,traceability-production-flow,Traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0336,traceability-production-flow,Traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0337,traceability-production-flow,Traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0338,traceability-production-flow,Traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0339,traceability-production-flow,Traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0340,traceability-production-flow,Traceability article,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0341,traceability-recall-location,Traceability article,[],[],[],[],pass,[]
web500-0342,traceability-recall-location,Traceability article,[],[],[],[],pass,[]
web500-0343,traceability-recall-location,Traceability article,[],[],[],[],pass,[]
web500-0344,traceability-recall-location,Traceability article,[],[],[],[],pass,[]
web500-0345,traceability-recall-location,Traceability article,[],[],[],[],pass,[]
web500-0346,traceability-recall-location,Traceability article,[],[],[],[],pass,[]
web500-0347,traceability-recall-location,Traceability article,[],[],[],[],pass,[]
web500-0348,traceability-recall-location,Traceability article,[],[],[],[],pass,[]
web500-0349,traceability-recall-location,Traceability article,[],[],[],[],pass,[]
web500-0350,traceability-recall-location,Traceability article,[],[],[],[],pass,[]
web500-0351,openfoodfacts-product-page,Open Food Facts article,[],[],[],[],pass,[]
web500-0352,openfoodfacts-product-page,Open Food Facts article,[],[],[],[],pass,[]
web500-0353,openfoodfacts-product-page,Open Food Facts article,[],[],[],[],pass,[]
web500-0354,openfoodfacts-product-page,Open Food Facts article,[],[],[],[],pass,[]
web500-0355,openfoodfacts-product-page,Open Food Facts article,[],[],[],[],pass,[]
web500-0356,openfoodfacts-product-page,Open Food Facts article,[],[],[],[],pass,[]
web500-0357,openfoodfacts-product-page,Open Food Facts article,[],[],[],[],pass,[]
web500-0358,openfoodfacts-product-page,Open Food Facts article,[],[],[],[],pass,[]
web500-0359,openfoodfacts-product-page,Open Food Facts article,[],[],[],[],pass,[]
web500-0360,openfoodfacts-product-page,Open Food Facts article,[],[],[],[],pass,[]
web500-0361,openfoodfacts-gtin,Open Food Facts article,[],[],[],[],pass,[]
web500-0362,openfoodfacts-gtin,Open Food Facts article,[],[],[],[],pass,[]
web500-0363,openfoodfacts-gtin,Open Food Facts article,[],[],[],[],pass,[]
web500-0364,openfoodfacts-gtin,Open Food Facts article,[],[],[],[],pass,[]
web500-0365,openfoodfacts-gtin,Open Food Facts article,[],[],[],[],pass,[]
web500-0366,openfoodfacts-gtin,Open Food Facts article,[],[],[],[],pass,[]
web500-0367,openfoodfacts-gtin,Open Food Facts article,[],[],[],[],pass,[]
web500-0368,openfoodfacts-gtin,Open Food Facts article,[],[],[],[],pass,[]
web500-0369,openfoodfacts-gtin,Open Food Facts article,[],[],[],[],pass,[]
web500-0370,openfoodfacts-gtin,Open Food Facts article,[],[],[],[],pass,[]
web500-0371,openfoodfacts-processing-location,Open Food Facts article,[],[],[],[],pass,[]
web500-0372,openfoodfacts-processing-location,Open Food Facts article,[],[],[],[],pass,[]
web500-0373,openfoodfacts-processing-location,Open Food Facts article,[],[],[],[],pass,[]
web500-0374,openfoodfacts-processing-location,Open Food Facts article,[],[],[],[],pass,[]
web500-0375,openfoodfacts-processing-location,Open Food Facts article,[],[],[],[],pass,[]
web500-0376,openfoodfacts-processing-location,Open Food Facts article,[],[],[],[],pass,[]
web500-0377,openfoodfacts-processing-location,Open Food Facts article,[],[],[],[],pass,[]
web500-0378,openfoodfacts-processing-location,Open Food Facts article,[],[],[],[],pass,[]
web500-0379,openfoodfacts-processing-location,Open Food Facts article,[],[],[],[],pass,[]
web500-0380,openfoodfacts-processing-location,Open Food Facts article,[],[],[],[],pass,[]
web500-0381,openfoodfacts-retailer-country,Open Food Facts article,[],[],[],[],pass,[]
web500-0382,openfoodfacts-retailer-country,Open Food Facts article,[],[],[],[],pass,[]
web500-0383,openfoodfacts-retailer-country,Open Food Facts article,[],[],[],[],pass,[]
web500-0384,openfoodfacts-retailer-country,Open Food Facts article,[],[],[],[],pass,[]
web500-0385,openfoodfacts-retailer-country,Open Food Facts article,[],[],[],[],pass,[]
web500-0386,openfoodfacts-retailer-country,Open Food Facts article,[],[],[],[],pass,[]
web500-0387,openfoodfacts-retailer-country,Open Food Facts article,[],[],[],[],pass,[]
web500-0388,openfoodfacts-retailer-country,Open Food Facts article,[],[],[],[],pass,[]
web500-0389,openfoodfacts-retailer-country,Open Food Facts article,[],[],[],[],pass,[]
web500-0390,openfoodfacts-retailer-country,Open Food Facts article,[],[],[],[],pass,[]
web500-0391,openfoodfacts-ingredient-list,Open Food Facts article,[],[],[],[],pass,[]
web500-0392,openfoodfacts-ingredient-list,Open Food Facts article,[],[],[],[],pass,[]
web500-0393,openfoodfacts-ingredient-list,Open Food Facts article,[],[],[],[],pass,[]
web500-0394,openfoodfacts-ingredient-list,Open Food Facts article,[],[],[],[],pass,[]
web500-0395,openfoodfacts-ingredient-list,Open Food Facts article,[],[],[],[],pass,[]
web500-0396,openfoodfacts-ingredient-list,Open Food Facts article,[],[],[],[],pass,[]
web500-0397,openfoodfacts-ingredient-list,Open Food Facts article,[],[],[],[],pass,[]
web500-0398,openfoodfacts-ingredient-list,Open Food Facts article,[],[],[],[],pass,[]
web500-0399,openfoodfacts-ingredient-list,Open Food Facts article,[],[],[],[],pass,[]
web500-0400,openfoodfacts-ingredient-list,Open Food Facts article,[],[],[],[],pass,[]
web500-0401,mixed-inbound-warehouse,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0402,mixed-inbound-warehouse,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0403,mixed-inbound-warehouse,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0404,mixed-inbound-warehouse,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0405,mixed-inbound-warehouse,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0406,mixed-inbound-warehouse,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0407,mixed-inbound-warehouse,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0408,mixed-inbound-warehouse,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0409,mixed-inbound-warehouse,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0410,mixed-inbound-warehouse,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0411,mixed-outbound-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0412,mixed-outbound-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0413,mixed-outbound-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0414,mixed-outbound-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0415,mixed-outbound-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0416,mixed-outbound-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0417,mixed-outbound-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0418,mixed-outbound-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0419,mixed-outbound-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0420,mixed-outbound-retail,Produce traceability article,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0421,mixed-transform-ship,SmartProduct EPCIS/IoT paper,"[""transformation"", ""shipping""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0422,mixed-transform-ship,SmartProduct EPCIS/IoT paper,"[""transformation"", ""shipping""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0423,mixed-transform-ship,SmartProduct EPCIS/IoT paper,"[""transformation"", ""shipping""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0424,mixed-transform-ship,SmartProduct EPCIS/IoT paper,"[""transformation"", ""shipping""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0425,mixed-transform-ship,SmartProduct EPCIS/IoT paper,"[""transformation"", ""shipping""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0426,mixed-transform-ship,SmartProduct EPCIS/IoT paper,"[""transformation"", ""shipping""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0427,mixed-transform-ship,SmartProduct EPCIS/IoT paper,"[""transformation"", ""shipping""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0428,mixed-transform-ship,SmartProduct EPCIS/IoT paper,"[""transformation"", ""shipping""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0429,mixed-transform-ship,SmartProduct EPCIS/IoT paper,"[""transformation"", ""shipping""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0430,mixed-transform-ship,SmartProduct EPCIS/IoT paper,"[""transformation"", ""shipping""]","[""shipping"", ""transformation""]",[],[],pass,[]
web500-0431,mixed-receive-transform,Traceability article,"[""receiving"", ""transformation""]","[""receiving"", ""transformation""]",[],[],pass,[]
web500-0432,mixed-receive-transform,Traceability article,"[""receiving"", ""transformation""]","[""receiving"", ""transformation""]",[],[],pass,[]
web500-0433,mixed-receive-transform,Traceability article,"[""receiving"", ""transformation""]","[""receiving"", ""transformation""]",[],[],pass,[]
web500-0434,mixed-receive-transform,Traceability article,"[""receiving"", ""transformation""]","[""receiving"", ""transformation""]",[],[],pass,[]
web500-0435,mixed-receive-transform,Traceability article,"[""receiving"", ""transformation""]","[""receiving"", ""transformation""]",[],[],pass,[]
web500-0436,mixed-receive-transform,Traceability article,"[""receiving"", ""transformation""]","[""receiving"", ""transformation""]",[],[],pass,[]
web500-0437,mixed-receive-transform,Traceability article,"[""receiving"", ""transformation""]","[""receiving"", ""transformation""]",[],[],pass,[]
web500-0438,mixed-receive-transform,Traceability article,"[""receiving"", ""transformation""]","[""receiving"", ""transformation""]",[],[],pass,[]
web500-0439,mixed-receive-transform,Traceability article,"[""receiving"", ""transformation""]","[""receiving"", ""transformation""]",[],[],pass,[]
web500-0440,mixed-receive-transform,Traceability article,"[""receiving"", ""transformation""]","[""receiving"", ""transformation""]",[],[],pass,[]
web500-0441,mixed-transfer-internal,SmartProduct EPCIS/IoT paper,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0442,mixed-transfer-internal,SmartProduct EPCIS/IoT paper,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0443,mixed-transfer-internal,SmartProduct EPCIS/IoT paper,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0444,mixed-transfer-internal,SmartProduct EPCIS/IoT paper,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0445,mixed-transfer-internal,SmartProduct EPCIS/IoT paper,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0446,mixed-transfer-internal,SmartProduct EPCIS/IoT paper,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0447,mixed-transfer-internal,SmartProduct EPCIS/IoT paper,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0448,mixed-transfer-internal,SmartProduct EPCIS/IoT paper,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0449,mixed-transfer-internal,SmartProduct EPCIS/IoT paper,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0450,mixed-transfer-internal,SmartProduct EPCIS/IoT paper,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0451,mixed-return-correction,GS1 EPCIS Standard,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0452,mixed-return-correction,GS1 EPCIS Standard,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0453,mixed-return-correction,GS1 EPCIS Standard,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0454,mixed-return-correction,GS1 EPCIS Standard,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0455,mixed-return-correction,GS1 EPCIS Standard,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0456,mixed-return-correction,GS1 EPCIS Standard,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0457,mixed-return-correction,GS1 EPCIS Standard,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0458,mixed-return-correction,GS1 EPCIS Standard,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0459,mixed-return-correction,GS1 EPCIS Standard,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0460,mixed-return-correction,GS1 EPCIS Standard,[],[],"[""shipping""]","[""shipping""]",pass,[]
web500-0461,mixed-delivery-note-out,BioTrak food-chain logistics paper,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0462,mixed-delivery-note-out,BioTrak food-chain logistics paper,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0463,mixed-delivery-note-out,BioTrak food-chain logistics paper,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0464,mixed-delivery-note-out,BioTrak food-chain logistics paper,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0465,mixed-delivery-note-out,BioTrak food-chain logistics paper,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0466,mixed-delivery-note-out,BioTrak food-chain logistics paper,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0467,mixed-delivery-note-out,BioTrak food-chain logistics paper,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0468,mixed-delivery-note-out,BioTrak food-chain logistics paper,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0469,mixed-delivery-note-out,BioTrak food-chain logistics paper,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0470,mixed-delivery-note-out,BioTrak food-chain logistics paper,"[""shipping""]","[""shipping""]",[],[],pass,[]
web500-0471,mixed-delivery-note-in,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0472,mixed-delivery-note-in,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0473,mixed-delivery-note-in,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0474,mixed-delivery-note-in,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0475,mixed-delivery-note-in,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0476,mixed-delivery-note-in,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0477,mixed-delivery-note-in,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0478,mixed-delivery-note-in,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0479,mixed-delivery-note-in,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0480,mixed-delivery-note-in,BioTrak food-chain logistics paper,"[""receiving""]","[""receiving""]",[],[],pass,[]
web500-0481,mixed-transforms-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0482,mixed-transforms-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0483,mixed-transforms-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0484,mixed-transforms-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0485,mixed-transforms-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0486,mixed-transforms-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0487,mixed-transforms-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0488,mixed-transforms-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0489,mixed-transforms-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0490,mixed-transforms-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0491,mixed-produced-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0492,mixed-produced-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0493,mixed-produced-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0494,mixed-produced-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0495,mixed-produced-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0496,mixed-produced-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0497,mixed-produced-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0498,mixed-produced-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0499,mixed-produced-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
web500-0500,mixed-produced-verb,Token Recipes manufacturing traceability paper,"[""transformation""]","[""transformation""]",[],[],pass,[]
